src,tgt
The things are connected in the brain.,Ces éléments sont connectés dans le cerveau.
"And when you tamper with one brain system, you're going to tamper with another.","Et lorsque vous intervenez sur un processus cérébral, vous touchez à un autre processus."
I'm just simply saying that a world without love is a deadly place.,Je dis simplement qu'un monde sans amour est un endroit mortel.
So now --  Thank you.,Et... ... Merci.
"I want to end with a story. And then, just a comment.",Je voudrais terminer par une histoire et puis un commentaire.
I've been studying romantic love and sex and attachment for 30 years.,"J'étudie l'amour, le sexe et l'attachement depuis 30 ans."
I'm an identical twin; I am interested in why we're all alike.,J'ai une soeur jumelle et je m'intéresse à nos points communs.
"Why you and I are alike, why the Iraqis and the Japanese and the Australian Aborigines and the people of the Amazon River are all alike.","Pourquoi sommes-nous identiques, pourquoi les Irakiens, les Japonais les Aborigènes d'Australie et les peuples du fleuve Amazone sont-ils tous semblables?"
"And about a year ago, an Internet dating service, Match.com, came to me and asked me if I would design a new dating site for them.","Il y a un an, un site de rencontres, Match.com m'a contactée et m'a demandée de dessiner un nouveau site de recontre pour eux."
"I said, ""I don't know anything about personality. You know?","Je leur ai dit: ""Je ne connais rien en matière de personnalité,"
"I don't know. Do you think you've got the right person?""","vous êtes sûrs de vous adresser à la bonne personne?"""
"They said, ""Yes.""","""Oui."" ont-ils dit."
It got me thinking about why it is that you fall in love with one person rather than another.,Cela m'a forcée à me demander pourquoi on tombe amoureux d'une personne plutôt que d'une autre.
That's my current project; it will be my next book.,"C'est le projet sur lequel je travaille, ce sera le sujet de mon prochain livre."
There's all kinds of reasons that you fall in love with one person rather than another.,Il y a tout un tas de raisons qui font que vous tombez amoureux d'une personne plutôt que d'une autre.
Timing is important. Proximity is important.,"Le timing est important, la proximité est importante."
"Mystery is important. You fall in love with somebody who's somewhat mysterious, in part because mystery elevates dopamine in the brain, probably pushes you over that threshold to fall in love.","Le mystère est important. Vous tombez amoureux de quelqu'un qui porte un certain mystère en partie parce que le mystère accentue le taux de dopamine dans le cerveau, et sans doute vous fait franchir le seuil du sentiment amoureux."
"You fall in love with somebody who fits within what I call your ""love map,"" an unconscious list of traits that you build in childhood as you grow up.","Vous tombez amoureux de quelqu'un qui correspond à ce que j'appelle ""votre carte amoureuse"" une liste inconsciente de points que vous construisez de l'enfance à l'âge adulte."
"And I also think that you gravitate to certain people, actually, with somewhat complementary brain systems.","Et je pense aussi que ce que vous devenez... que vous fréquentez des gens qui ont, d'une certaine manière, des processus cérébraux complémentaires."
And that's what I'm now contributing to this.,Et c'est sur cela que je travaille maintenant.
"But I want to tell you a story, to illustrate.","Mais je voudrais vous raconter une histoire, en guise d'exemple."
I've been carrying on here about the biology of love.,"Je viens de parler de l'aspect biologique de l'amour,"
"I wanted to show you a little bit about the culture of it, too, the magic of it.","je voudrais aussi vous montrer un peu de la culture de l'amour, de la magie de l'amour."
It's a story that was told to me by somebody who had heard it just from one -- probably a true story.,C'est une anecdote que m'a raconté quelqu'un qui venait de l'entendre de... probablement une histoire vraie.
It was a graduate student -- I'm at Rutgers and my two colleagues -- Art Aron is at SUNY Stony Brook.,C'était un jeune diplômé à... Je suis à Rutgers et mes deux collègues... à Art Aaron et SUNY Stonybrook.
That's where we put our people in the MRI machine.,C'est l'endroit où nous mettons les gens dans le scanner IRM.
"And this graduate student was madly in love with another graduate student, and she was not in love with him.",Et cet étudiant était follement amoureux d'une autre étudiante mais elle ne l'aimait pas.
And they were all at a conference in Beijing.,Et ils participaient à une conférence à Beijing.
"And he knew from our work that if you go and do something very novel with somebody, you can drive up the dopamine in the brain, and perhaps trigger this brain system for romantic love.  So he decided he'd put science to work.",Et il savait de notre étude que si vous faites quelque chose de nouveau avec quelqu'un vous pouvez provoquer une montée de dopamine dans son cerveau et peut-être déclencher un sentiment amoureux.  Alors il a décidé de faire appel à la science
And he invited this girl to go off on a rickshaw ride with him.,et il a invité la jeune fille à faire un tour de pousse-pousse avec lui.
"And sure enough -- I've never been in one, but apparently they go all around the buses and the trucks and it's crazy and it's noisy and it's exciting.","Je n'ai jamais essayé mais apparemment vous zigzaguez entre les bus, les camions tout va très vite, il y a du bruit, c'est excitant."
"He figured that this would drive up the dopamine, and she'd fall in love with him.",Et il a pensé que cela provoquerait une montée de dopamine et qu'elle tomberait amoureuse de lui.
So off they go and she's squealing and squeezing him and laughing and having a wonderful time.,"Les voilà donc partis : elle pousse des cris, se serre contre lui, ils rient et passent un moment merveilleux."
"An hour later they get down off of the rickshaw, and she throws her hands up and she says, ""Wasn't that wonderful?""","Une heure plus tard, ils descendent du pousse-pousse, elle lève les bras en l'air et dit: ""C'était pas génial?"""
"And, ""Wasn't that rickshaw driver handsome!""","puis, ""le chauffeur du pousse-pousse était super beau, non?"""
